The agent is at column 0 and row 2.
The agent is at column 1 and row 2.
The agent is at column 1 and row 2.
The agent is at column 1 and row 2.
The agent is at column 1 and row 2.
The agent is at column 1 and row 2.
The agent is at column 1 and row 2.
The agent is at column 1 and row 2.
The agent is at column 1 and row 2.
The agent is at column 1 and row 2.
The agent is at column 1 and row 2.
The agent is at column 1 and row 2.
The agent is at column 1 and row 1.
The agent is at column 1 and row 1.
The agent is at column 1 and row 1.
The agent is at column 1 and row 1.
The agent is at column 1 and row 1.
The agent is at column 1 and row 1.
The agent is at column 1 and row 1.
The agent is at column 1 and row 0.
The agent is at column 0 and row 0.
The agent is at column 0 and row 0.
The agent is at column 0 and row 0.
The agent is at column 0 and row 0.
The agent is at column 0 and row 0.
The agent is at column 0 and row 0.
The agent is at column 0 and row 0.
The agent is at column 0 and row 0.
The agent is at column 0 and row 0.
The agent is at column 0 and row 0.
The agent is at column 0 and row 0.
The agent is at column 0 and row 0.
The agent is at column 0 and row 0.
The agent is at column 0 and row 0.
The agent is at column 0 and row 0.
The agent is at column 0 and row 0.
The agent is at column 0 and row 0.
The agent is at column 0 and row 0.
The agent is at column 0 and row 0.
The agent is at column 0 and row 0.
The agent is at column 0 and row 0.
The agent is at column 0 and row 0.
The agent is at column 0 and row 0.
The agent is at column 0 and row 0.
The agent is at column 0 and row 0.
The agent is at column 0 and row 0.
The agent is at column 0 and row 0.
The agent is at column 0 and row 0.
The agent is at column 0 and row 0.
The agent is at column 0 and row 0.
The agent is at column 0 and row 0.
The agent is at column 0 and row 0.
The agent is at column 0 and row 0.
Agent has moved 50 times without reaching the goal. Agent has lost.
