The agent is at column 0 and row 2.
The agent is at column 1 and row 2.
The agent is at column 1 and row 2.
The agent is at column 1 and row 2.
The agent is at column 1 and row 2.
The agent is at column 1 and row 2.
The agent is at column 1 and row 2.
The agent is at column 1 and row 2.
The agent is at column 1 and row 2.
The agent is at column 1 and row 2.
The agent is at column 1 and row 2.
The agent is at column 1 and row 2.
The agent is at column 1 and row 2.
The agent is at column 1 and row 1.
The agent is at column 1 and row 1.
The agent is at column 1 and row 1.
The agent is at column 1 and row 0.
The agent is at column 1 and row 0.
The agent is at column 1 and row 0.
The agent is at column 1 and row 0.
The agent is at column 1 and row 1.
The agent is at column 1 and row 0.
The agent is at column 2 and row 0.
The agent is at column 2 and row 0.
The agent is at column 2 and row 0.
The agent is at column 2 and row 0.
The agent is at column 2 and row 0.
The agent is at column 2 and row 0.
The agent is at column 2 and row 0.
The agent is at column 3 and row 0.
The agent is at column 3 and row 0.
The agent is at column 3 and row 0.
The agent is at column 3 and row 1.
The agent is at column 3 and row 2.
The agent is at column 3 and row 3.
The agent is at column 4 and row 3.
The agent is at column 4 and row 3.
The agent is at column 4 and row 3.
The agent is at column 4 and row 3.
The agent is at column 4 and row 3.
The agent is at column 4 and row 3.
The agent is at column 4 and row 3.
The agent is at column 4 and row 3.
The agent is at column 4 and row 3.
The agent is at column 4 and row 3.
The agent is at column 4 and row 3.
The agent is at column 4 and row 3.
The agent is at column 4 and row 3.
The agent is at column 4 and row 3.
The agent is at column 4 and row 3.
The agent is at column 4 and row 3.
The agent is at column 4 and row 3.
The agent is at column 4 and row 3.
Agent has moved 50 times without reaching the goal. Agent has lost.
